nomAttribuant,idAttribuant,dateConvention,referenceDecision,nomBeneficiaire,idBeneficiaire,objet,montant,nature,conditionsVersement,datesPeriodeVersement,idRAE,notificationUE,pourcentageSubvention,annee,mois,type
Toulouse Métropole,24310051800170,NA,NA,AUAT AGENCE  URBANISME AGGLOMERATION TOULOUSAINE ASSOC,77695030500016,Subvention de Fonctionnement,2413111,aide en numéraire,échelonné,2013-10-31,NA,non,1,2013,10,Activités d'architecture
Toulouse Métropole,24310051800170,NA,NA,CANCER BIO SANTE ASSOC,48744551200030,Subvention de Fonctionnement,115000,aide en numéraire,échelonné,2013-09-10,NA,non,1,2013,9,Autres organisations fonctionnant par adhésion volontaire
Toulouse Métropole,24310051800170,NA,NA,CENTRE RECHERCHE ET MEDIATION CERME ASSOC,47804918200023,Subvention de Fonctionnement,16080,aide en numéraire,unique,2013-09-10,NA,non,1,2013,9,Autres organisations fonctionnant par adhésion volontaire
Toulouse Métropole,24310051800170,NA,NA,CIRQUE DE FEMMES EN TOUT GENRE ASSOC,53889831300027,Subvention de Fonctionnement,14000,aide en numéraire,unique,2013-03-27,NA,non,1,2013,3,Autres organisations fonctionnant par adhésion volontaire
Toulouse Métropole,24310051800170,NA,NA,CLASSISCO POUR LA MUSIQUE A L ECOLE ASSOC,44324608700029,Subvention de Fonctionnement,15000,aide en numéraire,unique,2013-06-20,NA,non,1,2013,6,Arts du spectacle vivant
Toulouse Métropole,24310051800170,NA,NA,CNRS CTRE NAT DE LA RECHERCHE SCIENTIFIQUE,18008901303720,Subvention de Fonctionnement,1000,aide en numéraire,unique,2013-08-27,NA,non,1,2013,8,Recherche-développement en autres sciences physiques et naturelles
Toulouse Métropole,24310051800170,NA,NA,COMPAGNIE LA BARAQUE,37927684300032,Subvention de Fonctionnement,15000,aide en numéraire,unique,2013-11-26,NA,non,1,2013,11,Arts du spectacle vivant
Toulouse Métropole,24310051800170,NA,NA,COORACE OCCITANIE,40173631900047,Subvention de Fonctionnement,9000,aide en numéraire,unique,2013-07-02,NA,non,1,2013,7,Autres organisations fonctionnant par adhésion volontaire
Toulouse Métropole,24310051800170,NA,NA,DELL ARTE ASSOC,41375052200042,Subvention de Fonctionnement,20000,aide en numéraire,unique,2013-07-29,NA,non,1,2013,7,Arts du spectacle vivant
Toulouse Métropole,24310051800170,NA,NA,DICVIE ASSOC,51488065700010,Subvention de Fonctionnement,5000,aide en numéraire,unique,2013-09-10,NA,non,1,2013,9,Autres organisations fonctionnant par adhésion volontaire
Toulouse Métropole,24310051800170,NA,NA,ECOLE DES DROITS DE L HOMME ASSOC,49379812800036,Subvention de Fonctionnement,22500,aide en numéraire,échelonné,2013-12-12,NA,non,1,2013,12,Autres enseignements
Toulouse Métropole,24310051800170,NA,NA,ECOLE DES PARENTS ET EDUCATEURS,32054356400050,Subvention de Fonctionnement,48600,aide en numéraire,échelonné,2013-12-23,NA,non,1,2013,12,Formation continue d'adultes
Toulouse Métropole,24310051800170,NA,NA,FEDERATION FRANCAISE MOTARDS EN COLERE 31 ASSOC,49105461500027,Subvention de Fonctionnement,1870,aide en numéraire,unique,2013-07-19,NA,non,1,2013,7,Autres organisations fonctionnant par adhésion volontaire
Toulouse Métropole,24310051800170,NA,NA,GRAPHITI CIRDD MIDI PYRENEES ASSOC,38918848300033,Subvention de Fonctionnement,13500,aide en numéraire,unique,2013-06-17,NA,non,1,2013,6,Action sociale sans hébergement n.c.a.
Toulouse Métropole,24310051800170,NA,NA,IEP INSTITUT  ETUDES POLITIQUES 31,19311386700017,Subvention de Fonctionnement,3000,aide en numéraire,unique,2013-12-05,NA,non,1,2013,12,Enseignement supérieur
Toulouse Métropole,24310051800170,NA,NA,INITIATIVES POUR UNE ECONOMIE SOLIDAIRE - IES - SCIC,41764559500022,Subvention de Fonctionnement,18000,aide en numéraire,échelonné,2013-12-03,NA,non,1,2013,12,Activités des sociétés holding
Toulouse Métropole,24310051800170,NA,NA,INSTITUT FORMATION SLOW FOOD,53798895800022,Subvention de Fonctionnement,1000,aide en numéraire,unique,2013-08-23,NA,non,1,2013,8,Autres organisations fonctionnant par adhésion volontaire
Toulouse Métropole,24310051800170,NA,NA,ISDAT INSTITUT SUP DES ARTS DE TOULOUSE,20002884300015,Subvention de Fonctionnement,100000,aide en numéraire,unique,2013-12-23,NA,non,1,2013,12,Enseignement supérieur
Toulouse Métropole,24310051800170,NA,NA,LES PETITS DEBROUILLARDS MIDI PY ASSOC,39093423000066,Subvention de Fonctionnement,8000,aide en numéraire,unique,2013-09-12,NA,non,1,2013,9,Autres activités récréatives et de loisirs
Toulouse Métropole,24310051800170,NA,NA,L USINE,39977063500031,Subvention de Fonctionnement,176990,aide en numéraire,échelonné,2013-12-10,NA,non,1,2013,12,Arts du spectacle vivant
Toulouse Métropole,24310051800170,NA,NA,MIPY GREEN ASSOC,74982172400012,Subvention de Fonctionnement,14200,aide en numéraire,échelonné,2013-07-15,NA,non,1,2013,7,Autres organisations fonctionnant par adhésion volontaire
Toulouse Métropole,24310051800170,NA,NA,OCTOPUS,35408547400030,Subvention de Fonctionnement,4000,aide en numéraire,unique,2013-12-31,NA,non,1,2013,12,Activités de soutien au spectacle vivant
Toulouse Métropole,24310051800170,NA,NA,POINT RENCONTRE CHOMEURS ET PRECAIRE ASSOC,40299109500025,Subvention de Fonctionnement,8000,aide en numéraire,unique,2013-09-25,NA,non,1,2013,9,Autres organisations fonctionnant par adhésion volontaire
Toulouse Métropole,24310051800170,NA,NA,PROMOSALONS SALON SIANE,52142996900012,Subvention de Fonctionnement,5000,aide en numéraire,unique,2013-12-06,NA,non,1,2013,12,Commerce de détail de meubles
Toulouse Métropole,24310051800170,NA,NA,PROTECTION ENFANCE ET ADOLESCENCE ASSOC,77558112700047,Subvention de Fonctionnement,8160,aide en numéraire,échelonné,2013-07-05,NA,non,1,2013,7,Action sociale sans hébergement n.c.a.
Toulouse Métropole,24310051800170,NA,NA,RESEAU SEMENCES PAYSANNES ASSOC,45312725000026,Subvention de Fonctionnement,13500,aide en numéraire,échelonné,2013-11-14,NA,non,1,2013,11,Autres organisations fonctionnant par adhésion volontaire
Toulouse Métropole,24310051800170,NA,NA,RFTM RECETTE DES FINANCES TOULOUSE MUNICIPALE,13000835201018,Subvention de Fonctionnement,-98175.58,aide en numéraire,échelonné,2013-12-31,NA,non,1,2013,12,Administration publique générale
Toulouse Métropole,24310051800170,NA,NA,SAS BIOVA,80991562200017,Subvention de Fonctionnement,4000,aide en numéraire,unique,2013-10-14,NA,non,1,2013,10,"Analyses, essais et inspections techniques"
Toulouse Métropole,24310051800170,NA,NA,SFHE,64201670300208,Subvention d'équipement,278724,aide en numéraire,échelonné,2013-12-02,NA,non,1,2013,12,Location de logements
Toulouse Métropole,24310051800170,NA,NA,SOLIHA HAUTE GARONNE,77695150100043,Subvention d'équipement,58800,aide en numéraire,unique,2013-09-24,NA,non,1,2013,9,Action sociale sans hébergement n.c.a.
Toulouse Métropole,24310051800170,NA,NA,UIMM MIDI-PYRENEES,77694947100010,Subvention de Fonctionnement,5000,aide en numéraire,unique,2013-02-18,NA,non,1,2013,2,Activités des organisations patronales et consulaires
Toulouse Métropole,24310051800170,NA,NA,UNION REG SOCIETES COOPERATIVE DE PRODUCTION ASSOC,31219437600058,Subvention de Fonctionnement,44000,aide en numéraire,échelonné,2013-12-20,NA,non,1,2013,12,Autres activités de soutien aux entreprises n.c.a.
Toulouse Métropole,24310051800170,NA,NA,ACCUEIL ET FAMILLE PLACEMENT FAMILIAL ASSOC,77693902700046,Subvention de Fonctionnement,4200,aide en numéraire,unique,2013-09-10,NA,non,1,2013,9,Hébergement social pour enfants en difficultés
Toulouse Métropole,24310051800170,NA,NA,ADEPES,42497906000037,Subvention de Fonctionnement,24000,aide en numéraire,échelonné,2013-12-06,NA,non,1,2013,12,Autres organisations fonctionnant par adhésion volontaire
Toulouse Métropole,24310051800170,NA,NA,ADIE DROIT A L INITIATIVE ECONOMIQUE ASSOC,35221687301565,Subvention de Fonctionnement,30000,aide en numéraire,échelonné,2013-12-06,NA,non,1,2013,12,Action sociale sans hébergement n.c.a.
Toulouse Métropole,24310051800170,NA,NA,ADN MP DIGITAL PLACE ASSOC,53108169300024,Subvention de Fonctionnement,20000,aide en numéraire,unique,2013-06-18,NA,non,1,2013,6,Autres organisations fonctionnant par adhésion volontaire
Toulouse Métropole,24310051800170,NA,NA,AMENE MOI UN MOUTON ASSOC,51073078100018,Subvention de Fonctionnement,2100,aide en numéraire,unique,2013-07-18,NA,non,1,2013,7,Autres organisations fonctionnant par adhésion volontaire
Toulouse Métropole,24310051800170,NA,NA,ATMO OCCITANIE,30859970300037,Subvention de Fonctionnement,166755,aide en numéraire,échelonné,2013-12-19,NA,non,1,2013,12,"Analyses, essais et inspections techniques"
Toulouse Métropole,24310051800170,NA,NA,AVENIR NOUVELLE MAISON DES CHOMEURS,44012166300023,Subvention de Fonctionnement,10000,aide en numéraire,unique,2013-07-10,NA,non,1,2013,7,Autres organisations fonctionnant par adhésion volontaire
Toulouse Métropole,24310051800170,NA,NA,BLEUE COMME UNE ORANGE ASSOC,43919494500028,Subvention de Fonctionnement,1500,aide en numéraire,unique,2013-10-23,NA,non,1,2013,10,Autres organisations fonctionnant par adhésion volontaire
Toulouse Métropole,24310051800170,NA,NA,CARREFOURS POUR L EMPLOI,43294548300035,Subvention de Fonctionnement,90000,aide en numéraire,échelonné,2013-09-02,NA,non,1,2013,9,Action sociale sans hébergement n.c.a.
Toulouse Métropole,24310051800170,NA,NA,CCIT CHAMBRE COMMERCE INDUSTRIE DE TOULOUSE,18310002300013,Subvention de Fonctionnement,89479.9,aide en numéraire,échelonné,2013-12-24,NA,non,1,2013,12,Activités des organisations patronales et consulaires
Toulouse Métropole,24310051800170,NA,NA,CENT POUR CENT PUR SPORT ASSOC,44840068900023,Subvention de Fonctionnement,2000,aide en numéraire,unique,2013-12-11,NA,non,1,2013,12,Autres organisations fonctionnant par adhésion volontaire
Toulouse Métropole,24310051800170,NA,NA,CEPIERE FORMATION ASSOC,38126527100019,Subvention de Fonctionnement,15767.83,aide en numéraire,unique,2013-07-11,NA,non,1,2013,7,Autres organisations fonctionnant par adhésion volontaire
Toulouse Métropole,24310051800170,NA,NA,CITES DU SECOURS CATHOLIQUE EX ASSO CITE LA MADELAINE ASSOC,35330523800233,Subvention d'équipement,393299.07,aide en numéraire,unique,2013-05-06,NA,non,1,2013,5,Accueil de jeunes enfants
Toulouse Métropole,24310051800170,NA,NA,COMMUNE DE BLAGNAC,21310069600011,Subvention d'équipement,2526696,aide en numéraire,unique,2013-12-12,NA,non,1,2013,12,Administration publique générale
Toulouse Métropole,24310051800170,NA,NA,CRP CENTRE REGIONAL DE PRODUCTIVITE ASSOC,77695085900020,Subvention de Fonctionnement,7500,aide en numéraire,unique,2013-06-18,NA,non,1,2013,6,Formation continue d'adultes
Toulouse Métropole,24310051800170,NA,NA,ERABLES 31,50025958500031,Subvention de Fonctionnement,3000,aide en numéraire,unique,2013-10-25,NA,non,1,2013,10,Autres organisations fonctionnant par adhésion volontaire
Toulouse Métropole,24310051800170,NA,NA,FRANCE NATURE ENVIRONNEMENT MIDI-PYRENEES,32344760700033,Subvention de Fonctionnement,1250,aide en numéraire,unique,2013-12-31,NA,non,1,2013,12,Autres organisations fonctionnant par adhésion volontaire
Toulouse Métropole,24310051800170,NA,NA,GRAINE MIDI PYRENEES ASSOC,42058246200032,Subvention de Fonctionnement,5000,aide en numéraire,unique,2013-12-31,NA,non,1,2013,12,Autres organisations fonctionnant par adhésion volontaire
Toulouse Métropole,24310051800170,NA,NA,INRA INSTITUT NATIONAL RECHERCHE AGRONOMIQUE,18007003901134,Subvention d'équipement,200000,aide en numéraire,unique,2013-12-05,NA,non,1,2013,12,Recherche-développement en autres sciences physiques et naturelles
Toulouse Métropole,24310051800170,NA,NA,INSTITUT NATIONAL POLYTECHNIQUE DE TOULOUSE,19311381800127,Subvention d'équipement,279768.24,aide en numéraire,unique,2013-03-08,NA,non,1,2013,3,Enseignement supérieur
Toulouse Métropole,24310051800170,NA,NA,K DANSE,32694316400029,Subvention de Fonctionnement,10000,aide en numéraire,unique,2013-07-29,NA,non,1,2013,7,Arts du spectacle vivant
Toulouse Métropole,24310051800170,NA,NA,LA MAISON DE L INITIATIVE SCOP,39838610200048,Subvention de Fonctionnement,23708.09,aide en numéraire,échelonné,2013-12-06,NA,non,1,2013,12,Formation continue d'adultes
Toulouse Métropole,24310051800170,NA,NA,LA  MELEE ASSOC,44371783000055,Subvention de Fonctionnement,75000,aide en numéraire,échelonné,2013-10-15,NA,non,1,2013,10,"Traitement de données, hébergement et activités connexes"
Toulouse Métropole,24310051800170,NA,NA,LA  MELEE ASSOC,44371783000055,Subvention d'équipement,27243.94,aide en numéraire,unique,2013-02-20,NA,non,1,2013,2,"Traitement de données, hébergement et activités connexes"
Toulouse Métropole,24310051800170,NA,NA,LES VIDEOPHAGES,44912945100042,Subvention de Fonctionnement,6000,aide en numéraire,unique,2013-07-29,NA,non,1,2013,7,Projection de films cinématographiques
Toulouse Métropole,24310051800170,NA,NA,MAISON DES DROITS DES ENFANTS ET DES JEUNES,39945352100045,Subvention de Fonctionnement,12930,aide en numéraire,unique,2013-09-10,NA,non,1,2013,9,Action sociale sans hébergement n.c.a.
Toulouse Métropole,24310051800170,NA,NA,MOUVEMENT DES ENTREPRENEURS SOCIAUX ASSOC,52006778600035,Subvention de Fonctionnement,24000,aide en numéraire,échelonné,2013-10-09,NA,non,1,2013,10,Autres organisations fonctionnant par adhésion volontaire
Toulouse Métropole,24310051800170,NA,NA,OBSERVER IMMOBILIER TOULOUSAIN,48118780500033,Subvention de Fonctionnement,70000,aide en numéraire,échelonné,2013-12-06,NA,non,1,2013,12,Autres organisations fonctionnant par adhésion volontaire
Toulouse Métropole,24310051800170,NA,NA,ONERA,77572287900092,Subvention d'équipement,65560,aide en numéraire,unique,2013-11-12,NA,non,1,2013,11,Recherche-développement : autres sciences physiques et naturelles
Toulouse Métropole,24310051800170,NA,NA,OPPIDEA SEM,52899835400021,Subvention d'équipement,2144875.95,aide en numéraire,échelonné,2013-10-15,NA,non,1,2013,10,Construction d'autres ouvrages de génie civil n.c.a.
Toulouse Métropole,24310051800170,NA,NA,PAROLE EXPRESSION,40319734600022,Subvention de Fonctionnement,3872.2,aide en numéraire,unique,2013-07-11,NA,non,1,2013,7,Formation continue d'adultes
Toulouse Métropole,24310051800170,NA,NA,PARTAGEONS LES JARDINS,54004176100029,Subvention de Fonctionnement,7500,aide en numéraire,unique,2013-11-27,NA,non,1,2013,11,Autres organisations fonctionnant par adhésion volontaire
Toulouse Métropole,24310051800170,NA,NA,POLE EMPLOI MIDI PYRENEES,13000548116990,Subvention de Fonctionnement,301657.91,aide en numéraire,échelonné,2013-11-12,NA,non,1,2013,11,Administration publique (tutelle) des activités économiques
Toulouse Métropole,24310051800170,NA,NA,RFTM RECETTE DES FINANCES TOULOUSE MUNICIPALE,13000835201018,Subvention d'équipement,4640272.66,aide en numéraire,échelonné,2014-01-06,NA,non,1,2014,1,Administration publique générale
Toulouse Métropole,24310051800170,NA,NA,SAVIM SERVICE AIDE AUX VICTIMES D INFORMATION DE MEDIATION ASSOC,39102051800026,Subvention de Fonctionnement,61346,aide en numéraire,échelonné,2013-11-15,NA,non,1,2013,11,NA
Toulouse Métropole,24310051800170,NA,NA,SEM SO TOULOUSE,51794933500023,Subvention de Fonctionnement,50000,aide en numéraire,unique,2013-05-30,NA,non,1,2013,5,Administration publique (tutelle) des activités économiques
Toulouse Métropole,24310051800170,NA,NA,SYNDICAT UECT UNSA UNION EMPLOYE,NA,Subvention de Fonctionnement,1393,aide en numéraire,unique,2013-12-13,NA,non,1,2013,12,Activités des syndicats de salariés
Toulouse Métropole,24310051800170,NA,NA,TOULOUSE METROPOLE HABITAT,40012146300014,Subvention d'équipement,1897082.61,aide en numéraire,échelonné,2013-12-13,NA,non,1,2013,12,Location de logements
Toulouse Métropole,24310051800170,NA,NA,UCJG UNION CHRET JEUNES GENS ROBERT MONNIER ASSOC,31594728300026,Subvention d'équipement,250000,aide en numéraire,échelonné,2013-05-15,NA,non,1,2013,5,Hébergement social pour adultes et familles en difficultés et autre hébergement social
Toulouse Métropole,24310051800170,NA,NA,UNION REGIONALE CFTC MIDI PYRENEES,38359620200028,Subvention de Fonctionnement,381.4,aide en numéraire,unique,2013-12-13,NA,non,1,2013,12,Activités des syndicats de salariés
Toulouse Métropole,24310051800170,NA,NA,UNION SOCIALE POUR L HABITAT MIDI PYRENEES ASSOC,32808440500013,Subvention de Fonctionnement,16000,aide en numéraire,unique,2013-09-17,NA,non,1,2013,9,Autres organisations fonctionnant par adhésion volontaire
Toulouse Métropole,24310051800170,NA,NA,VERUNI ASSOC,78892569100024,Subvention de Fonctionnement,15000,aide en numéraire,unique,2013-03-01,NA,non,1,2013,3,Autres organisations fonctionnant par adhésion volontaire
Toulouse Métropole,24310051800170,NA,NA,AGENCE DE DEV ECONOMIQUE TOULOUSE METROPOLE - INVEST IN TLSE ASSOC,78977420500015,Subvention de Fonctionnement,230000,aide en numéraire,unique,2013-12-24,NA,non,1,2013,12,Autres organisations fonctionnant par adhésion volontaire
Toulouse Métropole,24310051800170,NA,NA,AMF 31 ASSOCIATION DES MAIRES DE LA HAUTE GARONNE ASSOC,33825361000012,Subvention de Fonctionnement,150000,aide en numéraire,échelonné,2013-11-05,NA,non,1,2013,11,Autres organisations fonctionnant par adhésion volontaire
Toulouse Métropole,24310051800170,NA,NA,ATOUT BOUT CHAMP ASSOC,78862587900010,Subvention de Fonctionnement,3000,aide en numéraire,unique,2013-12-31,NA,non,1,2013,12,Autres organisations fonctionnant par adhésion volontaire
Toulouse Métropole,24310051800170,NA,NA,CCI TERRASSA,NA,Subvention de Fonctionnement,66150.57,aide en numéraire,unique,2013-11-25,NA,non,1,2013,11,NA
Toulouse Métropole,24310051800170,NA,NA,CCI ZARAGOZA,NA,Subvention de Fonctionnement,51989.76,aide en numéraire,unique,2013-11-25,NA,non,1,2013,11,NA
Toulouse Métropole,24310051800170,NA,NA,CEA DE GRENOBLE DRT VALO CELISE,77568501900298,Subvention d'équipement,150000,aide en numéraire,échelonné,2013-12-17,NA,non,1,2013,12,NA
Toulouse Métropole,24310051800170,NA,NA,CENTRE FORMATION DEPARTEMENTAL,13000835200747,Subvention de Fonctionnement,14752.97,aide en numéraire,unique,2013-07-01,NA,non,1,2013,7,Administration publique générale
Toulouse Métropole,24310051800170,NA,NA,CENTRE FORMATION DEPARTEMENTAL,13000835200747,Subvention d'équipement,1314977,aide en numéraire,unique,2013-10-09,NA,non,1,2013,10,Administration publique générale
Toulouse Métropole,24310051800170,NA,NA,CLUB DES CONSEILS SYNDICAUX DE LA HAUTE GARONNE,75226237800017,Subvention de Fonctionnement,1000,aide en numéraire,unique,2013-12-31,NA,non,1,2013,12,Autres organisations fonctionnant par adhésion volontaire
Toulouse Métropole,24310051800170,NA,NA,COMITE BASSIN  EMPLOI NORD HAUTE GARONNE,42371106800019,Subvention de Fonctionnement,6300,aide en numéraire,unique,2013-07-16,NA,non,1,2013,7,Autres organisations fonctionnant par adhésion volontaire
Toulouse Métropole,24310051800170,NA,NA,COMMUNE DE COLOMIERS,21310149600015,Subvention de Fonctionnement,9000,aide en numéraire,échelonné,2013-11-29,NA,non,1,2013,11,Administration publique générale
Toulouse Métropole,24310051800170,NA,NA,COMMUNE DE TOURNEFEUILLE,21310557000013,Subvention de Fonctionnement,7400,aide en numéraire,unique,2013-02-25,NA,non,1,2013,2,Administration publique générale
Toulouse Métropole,24310051800170,NA,NA,CRESS CHAMBRE REG ECONOMIE SOCIALE ET SOLIDAIRE ASSOC,41120410000035,Subvention de Fonctionnement,24000,aide en numéraire,échelonné,2013-12-10,NA,non,1,2013,12,Autres organisations fonctionnant par adhésion volontaire
Toulouse Métropole,24310051800170,NA,NA,EGALITERE,45387264000041,Subvention de Fonctionnement,1927.34,aide en numéraire,unique,2013-07-11,NA,non,1,2013,7,Formation continue d'adultes
Toulouse Métropole,24310051800170,NA,NA,EUROPEENNE DU FILM D ANIMATION CARTOON,50907979400012,Subvention de Fonctionnement,70000,aide en numéraire,échelonné,2013-12-10,NA,non,1,2013,12,"Organisation de foires, salons professionnels et congrès"
Toulouse Métropole,24310051800170,NA,NA,HORIZONS CROISES,52493500400043,Subvention de Fonctionnement,15000,aide en numéraire,unique,2013-02-25,NA,non,1,2013,2,Arts du spectacle vivant
Toulouse Métropole,24310051800170,NA,NA,INCUBATEUR REGIONAL NUBBO,43298866500027,Subvention de Fonctionnement,54000,aide en numéraire,unique,2013-12-06,NA,non,1,2013,12,Conseil pour les affaires et autres conseils de gestion
Toulouse Métropole,24310051800170,NA,NA,LES IMAGINATIONS FERTILES SCIC,53397179200023,Subvention de Fonctionnement,15000,aide en numéraire,unique,2013-11-18,NA,non,1,2013,11,Autres activités de soutien aux entreprises n.c.a.
Toulouse Métropole,24310051800170,NA,NA,MAISON  EUROPE ASSOC,34142426500062,Subvention de Fonctionnement,19200,aide en numéraire,unique,2013-09-19,NA,non,1,2013,9,Autres organisations fonctionnant par adhésion volontaire
Toulouse Métropole,24310051800170,NA,NA,MFPF MOUVEMENT FRANCAIS PLANNING FAMILIAL HAUTE-GARONNE ASSOC,49040073600024,Subvention de Fonctionnement,13000,aide en numéraire,unique,2013-10-02,NA,non,1,2013,10,Action sociale sans hébergement n.c.a.
Toulouse Métropole,24310051800170,NA,NA,NATURE MIDI PYRENEES ASSOC,32316822900033,Subvention de Fonctionnement,4473,aide en numéraire,unique,2013-10-11,NA,non,1,2013,10,Autres organisations fonctionnant par adhésion volontaire
Toulouse Métropole,24310051800170,NA,NA,NOUVEAU LOGIS MERIDIONAL HLM SA,33081455900085,Subvention d'équipement,960791.29,aide en numéraire,échelonné,2013-12-02,NA,non,1,2013,12,Location de logements
Toulouse Métropole,24310051800170,NA,NA,NUMERICABLE SAS,37922952900449,Subvention d'équipement,60186.38,aide en numéraire,échelonné,2013-12-03,NA,non,1,2013,12,Télécommunications filaires
Toulouse Métropole,24310051800170,NA,NA,ONCOPOLE DE TOULOUSE ASSOC,48988377700042,Subvention de Fonctionnement,50000,aide en numéraire,échelonné,2013-09-17,NA,non,1,2013,9,Autres organisations fonctionnant par adhésion volontaire
Toulouse Métropole,24310051800170,NA,NA,PIXIENCE,75110873900028,Subvention d'équipement,30000,aide en numéraire,unique,2013-11-27,NA,non,1,2013,11,"Activités spécialisées, scientifiques et techniques diverses"
Toulouse Métropole,24310051800170,NA,NA,POLE DE COMPETITIVITE EQUESTRE DE LA METROPOLE TOULOUSAINE ASSOC,NA,Subvention de Fonctionnement,9650,aide en numéraire,unique,2013-07-08,NA,non,1,2013,7,NA
Toulouse Métropole,24310051800170,NA,NA,RESEAU COCAGNE ASSOC,42505321200022,Subvention de Fonctionnement,25000,aide en numéraire,échelonné,2013-11-13,NA,non,1,2013,11,Autres organisations fonctionnant par adhésion volontaire
Toulouse Métropole,24310051800170,NA,NA,SDS LES CASTALIDES JUDICIAIRE,NA,Subvention d'équipement,208444.36,aide en numéraire,échelonné,2013-11-13,NA,non,1,2013,11,NA
Toulouse Métropole,24310051800170,NA,NA,SELEXEL,49321459700020,Subvention d'équipement,30000,aide en numéraire,unique,2013-11-27,NA,non,1,2013,11,Recherche-développement en biotechnologie
Toulouse Métropole,24310051800170,NA,NA,SEQUENCE ASSOC,39251050900061,Subvention de Fonctionnement,5000,aide en numéraire,unique,2013-12-31,NA,non,1,2013,12,Autres organisations fonctionnant par adhésion volontaire
Toulouse Métropole,24310051800170,NA,NA,SNCF RESEAU,41228073700310,Subvention d'équipement,9661391.83,aide en numéraire,échelonné,2013-12-10,NA,non,1,2013,12,Services auxiliaires des transports terrestres
Toulouse Métropole,24310051800170,NA,NA,SYNDICAT CGT ORGANISA CUTM,NA,Subvention de Fonctionnement,1201.6,aide en numéraire,unique,2013-12-13,NA,non,1,2013,12,Activités des syndicats de salariés
Toulouse Métropole,24310051800170,NA,NA,SYND MIXTE CONSERVATOIRE BOTANIQUE PYRENEEN,25650215400014,Subvention de Fonctionnement,4593.65,aide en numéraire,échelonné,2013-10-11,NA,non,1,2013,10,Gestion des jardins botaniques et zoologiques et des réserves naturelles
Toulouse Métropole,24310051800170,NA,NA,TERRITOIRES DE CIRQUE ASSOC,49357493300021,Subvention de Fonctionnement,2000,aide en numéraire,unique,2013-11-15,NA,non,1,2013,11,Autres organisations fonctionnant par adhésion volontaire
Toulouse Métropole,24310051800170,NA,NA,TERRITOIRES LOGEMENT ET ANALYSES SOCIALES ASSOC,53192045200012,Subvention de Fonctionnement,22680,aide en numéraire,unique,2013-01-09,NA,non,1,2013,1,"Ingénierie, études techniques"
Toulouse Métropole,24310051800170,NA,NA,THEATRE ET ORCHESTRE DU CAPITOLE,21390533400016,Subvention de Fonctionnement,8000000,aide en numéraire,unique,2013-09-25,NA,non,1,2013,9,Gestion de salles de spectacles
Toulouse Métropole,24310051800170,NA,NA,TOULOUSE LE MARATHON DU LIVRE ASSOC,48198116500030,Subvention de Fonctionnement,400000,aide en numéraire,échelonné,2013-07-22,NA,non,1,2013,7,"Organisation de foires, salons professionnels et congrès"
Toulouse Métropole,24310051800170,NA,NA,UNIVERSITE FEDERALE DE TOULOUSE MIDI-PYRENEES,13002132200016,Subvention d'équipement,3691500,aide en numéraire,échelonné,2013-12-09,NA,non,1,2013,12,Enseignement supérieur
Toulouse Métropole,24310051800170,NA,NA,UREI UNION REG ENTREP INSERTION MIDI PYRENEES ASSOC,38059370700033,Subvention de Fonctionnement,9000,aide en numéraire,unique,2013-12-31,NA,non,1,2013,12,Activités des organisations professionnelles
Toulouse Métropole,24310051800170,NA,NA,ACOUCITE ASSOC,41011843400035,Subvention de Fonctionnement,25000,aide en numéraire,échelonné,2014-10-28,NA,non,1,2014,10,NA
Toulouse Métropole,24310051800170,NA,NA,ADN MP DIGITAL PLACE ASSOC,53108169300024,Subvention de Fonctionnement,20000,aide en numéraire,unique,2014-11-06,NA,non,1,2014,11,Autres organisations fonctionnant par adhésion volontaire
Toulouse Métropole,24310051800170,NA,NA,AGIT GROUPE INTERVENTIONS THEATRALES ASSOC,37782452900038,Subvention de Fonctionnement,20000,aide en numéraire,unique,2014-03-19,NA,non,1,2014,3,Arts du spectacle vivant
Toulouse Métropole,24310051800170,NA,NA,AGRI SUD OUEST INNOVATION SA,49919608700047,Subvention de Fonctionnement,30000,aide en numéraire,échelonné,2014-07-21,NA,non,1,2014,7,Autres organisations fonctionnant par adhésion volontaire
Toulouse Métropole,24310051800170,NA,NA,ANAH AGENCE NATIONALE DE L HABITAT,18006702700029,Subvention d'équipement,920000,aide en numéraire,échelonné,2014-10-20,NA,non,1,2014,10,Administration publique (tutelle) des activités économiques
Toulouse Métropole,24310051800170,NA,NA,ARESO ASSOC,47807491700012,Subvention de Fonctionnement,1411,aide en numéraire,unique,2014-08-11,NA,non,1,2014,8,NA
Toulouse Métropole,24310051800170,NA,NA,ASS DEV EPREUV EDUCAT ECO-MOBILITE ASSOC,51272762900028,Subvention de Fonctionnement,5000,aide en numéraire,unique,2014-11-20,NA,non,1,2014,11,Autres organisations fonctionnant par adhésion volontaire
Toulouse Métropole,24310051800170,NA,NA,BAJO EL MAR ASSOC,53214701400023,Subvention de Fonctionnement,1000,aide en numéraire,unique,2014-06-30,NA,non,1,2014,6,Arts du spectacle vivant
Toulouse Métropole,24310051800170,NA,NA,CARREFOURS POUR L EMPLOI,43294548300035,Subvention de Fonctionnement,90000,aide en numéraire,échelonné,2014-08-01,NA,non,1,2014,8,Action sociale sans hébergement n.c.a.
